,Driven(KM),Brand(Model),Max Power,Gear Box,Age(Months),Fuel Type,Transmission,City,Area,Price(Lakhs)
3805,58000.0,Honda Amaze,86.7,5.0,10.0,Petrol,Manual,Delhi,11340.0,3.9
3806,96000.0,Honda City,117.3,5.0,10.0,Petrol,Manual,Delhi,12270.0,5.75
3807,51000.0,Maruti Celerio,58.33,5.0,5.0,CNG,Manual,Delhi,10590.0,4.0
3808,70000.0,Honda Jazz,98.6,6.0,9.0,Diesel,Manual,Delhi,11298.0,3.5
3809,27000.0,Hyundai Alcazar,113.42,6.0,2.0,Diesel,Automatic,Delhi,12580.0,20.5
3810,32456.0,Tata Nexon,118.35,6.0,4.0,Petrol,Manual,Delhi,11608.0,8.25
3811,15000.0,Mahindra Thar,130.0,6.0,3.0,Diesel,Automatic,Delhi,11680.0,16.5
3812,34940.0,Hyundai Verna,113.18,6.0,3.0,Petrol,Manual,Delhi,12338.0,9.5
3813,70000.0,Hyundai Verna,126.2,6.0,8.0,Diesel,Manual,Delhi,12150.0,5.0
3814,73679.0,Maruti Baleno,83.1,5.0,5.0,Petrol,Manual,Delhi,11480.0,6.08
3815,32722.0,Hyundai Grand i10,81.86,5.0,7.0,Petrol,Manual,Delhi,,4.23
3816,70000.0,Volkswagen Polo,103.5,7.0,6.0,Petrol,Automatic,Delhi,,8.0
3817,59059.0,Hyundai Verna,121.3,6.0,5.0,Petrol,Manual,Delhi,12338.0,9.22
3818,34332.0,Hyundai Grand i10,81.86,5.0,7.0,Petrol,Manual,Delhi,10850.0,4.33
3819,72194.0,Ford Ecosport,98.96,5.0,6.0,Diesel,Manual,Delhi,11526.0,5.25
3820,56740.0,Maruti Baleno,83.1,5.0,7.0,Petrol,Manual,Delhi,11480.0,5.26
3821,72490.0,Mahindra TUV 300,100.0,5.0,5.0,Diesel,Manual,Delhi,,6.55
3822,35828.0,Hyundai Grand i10,81.86,5.0,6.0,Petrol,Manual,Delhi,10850.0,4.59
3823,57088.0,Audi Q3,174.33,7.0,9.0,Diesel,Automatic,Delhi,12679.0,14.5
3824,70382.0,Toyota Yaris,105.5,7.0,4.0,Petrol,Automatic,Delhi,12310.0,8.65
3825,20000.0,Maruti Ignis,81.8,5.0,2.0,Petrol,Manual,Delhi,10780.0,5.5
3826,17000.0,Hyundai Verna,126.2,6.0,6.0,Diesel,Automatic,Delhi,12338.0,11.25
3827,30000.0,MG Hector,141.0,6.0,4.0,Petrol,Automatic,Delhi,,15.0
3828,70000.0,Honda Jazz,88.8,5.0,12.0,Petrol,Manual,Delhi,11190.0,2.61
3829,65202.0,Maruti Ertiga,103.0,4.0,5.0,Petrol,Automatic,Delhi,12260.0,9.5
3830,72000.0,Maruti Ertiga,93.7,5.0,11.0,Petrol,Manual,Delhi,11920.0,4.85
3831,45313.0,Maruti Wagon R,58.33,5.0,3.0,CNG,Manual,Delhi,10550.0,5.1
3832,40000.0,Mercedes-Benz C-Class,170.0,7.0,9.0,Diesel,Automatic,Delhi,13281.0,25.0
3833,120000.0,Mahindra XUV500,140.0,6.0,10.0,Diesel,Manual,Delhi,12950.0,6.64
3834,54235.0,Maruti Ritz,85.8,5.0,10.0,Petrol,Manual,Delhi,10910.0,2.84
3835,52777.0,Maruti Ignis,81.8,5.0,6.0,Petrol,Automatic,Delhi,10780.0,5.2
3836,26000.0,Hyundai i20,81.83,5.0,6.0,Petrol,Manual,Delhi,,5.9
3837,77937.0,Skoda Rapid,103.2,5.0,6.0,Petrol,Manual,Delhi,,6.55
3838,40663.0,Tata Tigor,84.82,5.0,3.0,Petrol,Manual,Delhi,11340.0,6.99
3839,40000.0,Hyundai Grand i10,82.0,5.0,9.0,Petrol,Manual,Delhi,10850.0,3.95
3840,115500.0,Toyota Etios,88.7,5.0,13.0,Petrol,Manual,Delhi,11920.0,2.17
3841,67000.0,Skoda Superb,157.75,7.0,9.0,Petrol,Automatic,Delhi,13300.0,9.4
3842,16312.0,Hyundai Creta,121.3,6.0,8.0,Petrol,Manual,Delhi,12100.0,8.87
3843,60000.0,Maruti Swift Dzire,83.14,5.0,8.0,Petrol,Manual,Delhi,11380.0,4.8
3844,90000.0,Honda Mobilio,117.3,5.0,10.0,Petrol,Manual,Delhi,,4.25
3845,67000.0,Hyundai Grand i10,65.39,5.0,6.0,CNG,Manual,Delhi,10850.0,4.95
3846,80000.0,Maruti Ciaz,91.1,5.0,9.0,Petrol,Manual,Delhi,12440.0,5.5
3847,60000.0,Hyundai i10,68.05,5.0,13.0,Petrol,Manual,Delhi,10360.0,1.37
3848,34253.0,Honda City,117.3,5.0,9.0,Petrol,Automatic,Delhi,12270.0,5.65
3849,27000.0,Kia Seltos,113.42,6.0,5.0,Petrol,Automatic,Delhi,12230.0,12.9
3850,64000.0,Maruti Celerio,67.04,5.0,7.0,Petrol,Automatic,Delhi,10590.0,3.55
3851,67827.0,Hyundai Xcent,82.0,5.0,9.0,Petrol,Manual,Delhi,11310.0,3.86
3852,79094.0,Maruti Baleno,83.1,5.0,6.0,Petrol,Manual,Delhi,,5.14
3853,64589.0,Hyundai Verna,121.3,5.0,12.0,Petrol,Manual,Delhi,12150.0,3.25
3854,88309.0,Hyundai i20 Active,81.86,5.0,9.0,Petrol,Manual,Delhi,11510.0,5.08
3855,66688.0,Maruti Swift,88.5,5.0,6.0,Petrol,Manual,Delhi,11160.0,5.67
3856,20000.0,Maruti Baleno,81.8,5.0,2.0,Petrol,Manual,Delhi,11480.0,6.7
3857,60653.0,Maruti Ciaz,103.25,4.0,6.0,Petrol,Automatic,Delhi,12440.0,7.6
3858,70000.0,Kia Carnival,197.26,8.0,2.0,Diesel,Automatic,Delhi,14139.0,33.5
3859,86527.0,Hyundai Grand i10,81.86,5.0,7.0,Petrol,Manual,Delhi,,3.98
3860,67000.0,Honda Amaze,88.76,5.0,7.0,Petrol,Manual,Delhi,11380.0,4.85
3861,70000.0,Honda Jazz,90.0,5.0,15.0,Petrol,Manual,Delhi,,1.35
3862,70000.0,Ford Ecosport,110.0,6.0,11.0,Petrol,Automatic,Delhi,11528.0,3.0
3863,70311.0,Honda Amaze,88.76,5.0,6.0,Petrol,Manual,Delhi,11380.0,5.25
3864,54000.0,Tata Tiago,84.0,5.0,8.0,Petrol,Manual,Delhi,10786.0,3.75
3865,80000.0,Honda City,118.0,5.0,15.0,Petrol,Manual,Delhi,12230.0,1.3
3866,52000.0,Honda WR-V,98.6,6.0,7.0,Diesel,Manual,Delhi,11466.0,5.95
3867,20000.0,Maruti Wagon R,67.0,5.0,14.0,Petrol,Manual,Delhi,10211.0,2.0
3868,80000.0,Hyundai i20,88.76,6.0,5.0,Diesel,Manual,Delhi,11438.0,5.31
3869,110000.0,Maruti Wagon R,67.0,5.0,15.0,Petrol,Manual,Delhi,10211.0,1.5
3870,15000.0,Mahindra Thar,130.0,6.0,3.0,Diesel,Automatic,Delhi,,16.25
3871,69821.0,Maruti Wagon R,67.04,5.0,5.0,CNG,Manual,Delhi,10550.0,5.03
3872,12754.0,Tata Altroz,108.48,5.0,3.0,Petrol,Manual,Delhi,11490.0,8.62
3873,69000.0,Toyota Corolla Altis,138.03,6.0,7.0,Petrol,Manual,Delhi,12790.0,8.8
3874,98390.0,Maruti Wagon R,67.04,5.0,10.0,Petrol,Manual,Delhi,10219.0,2.72
3875,84195.0,Maruti Ciaz,91.1,4.0,8.0,Petrol,Automatic,Delhi,12440.0,6.27
3876,17000.0,Mercedes-Benz CLA,184.0,7.0,6.0,Petrol,Automatic,Delhi,12814.0,28.5
3877,77184.0,Maruti Ignis,81.8,5.0,7.0,Petrol,Manual,Delhi,,4.28
3878,40000.0,Tata Manza,88.8,5.0,12.0,Petrol,Manual,Delhi,12232.0,1.75
3879,82848.0,Hyundai Grand i10,81.86,5.0,7.0,Petrol,Manual,Delhi,,4.14
3880,30000.0,Tata Tiago,83.83,5.0,5.0,Petrol,Automatic,Delhi,10786.0,5.1
3881,50000.0,Honda Jazz,88.7,5.0,8.0,Petrol,Manual,Delhi,11298.0,5.5
3882,40000.0,Toyota Innova Crysta,148.0,6.0,2.0,Diesel,Automatic,Delhi,13130.0,23.41
3883,70000.0,Maruti Alto K10,67.1,5.0,11.0,Petrol,Manual,Delhi,10261.0,1.7
3884,47688.0,Maruti Baleno,81.8,5.0,7.0,Petrol,Manual,Delhi,,4.5
3885,100000.0,Toyota Corolla Altis,138.0,6.0,15.0,Petrol,Manual,Delhi,12600.0,1.1
3886,90000.0,Nissan Micra,63.1,5.0,10.0,Diesel,Manual,Delhi,10980.0,2.0
3887,40000.0,Maruti Wagon R,67.1,5.0,18.0,Petrol,Manual,Delhi,,0.33
3888,40000.0,Mahindra KUV 100 NXT,82.0,5.0,6.0,Petrol,Manual,Delhi,10870.0,3.5
3889,50000.0,Renault Duster,83.8,5.0,8.0,Diesel,Manual,Delhi,,4.1
3890,30000.0,Toyota Corolla Altis,138.1,6.0,12.0,Petrol,Manual,Delhi,12792.0,5.0
3891,106711.0,Maruti Baleno,83.1,,6.0,Petrol,Automatic,Delhi,,5.43
3892,83741.0,Hyundai i20,81.83,5.0,7.0,Petrol,Manual,Delhi,,5.14
3893,50000.0,Audi Q5,174.3,7.0,10.0,Diesel,Automatic,Delhi,13167.0,11.5
3894,105792.0,Volkswagen Vento,108.6,5.0,6.0,Diesel,Manual,Delhi,12178.0,7.47
3895,88750.0,Maruti Baleno,83.1,5.0,5.0,Petrol,Manual,Delhi,11480.0,5.93
3896,70000.0,Mahindra XUV500,140.0,6.0,10.0,Diesel,Manual,Delhi,12950.0,9.0
3897,89972.0,Hyundai i20 Active,81.86,5.0,6.0,Petrol,Manual,Delhi,11510.0,5.39
3898,50000.0,Volkswagen Vento,103.6,5.0,10.0,Petrol,Manual,Delhi,12166.0,3.35
3899,36785.0,Honda Jazz,88.7,5.0,5.0,Petrol,Manual,Delhi,11298.0,5.94
3900,48000.0,Hyundai Verna,98.6,6.0,5.0,Petrol,Manual,Delhi,12338.0,9.1
3901,20000.0,Mahindra XUV700,197.13,6.0,3.0,Petrol,Manual,Delhi,,19.25
3902,7000.0,Mercedes-Benz C-Class,201.15,9.0,1.0,Petrol,Automatic,Delhi,13411.0,60.0
3903,50000.0,Renault Triber,71.01,5.0,3.0,Petrol,Automatic,Delhi,11460.0,7.6
3904,40000.0,Maruti Vitara Brezza,88.5,5.0,8.0,Diesel,Manual,Delhi,11570.0,4.9
3905,59000.0,Hyundai i20,81.83,5.0,7.0,Petrol,Manual,Delhi,11438.0,5.21
3906,70000.0,Jeep Compass,160.0,7.0,5.0,Petrol,Automatic,Delhi,12426.0,14.0
3907,110000.0,Kia Seltos,113.43,6.0,5.0,Diesel,Manual,Delhi,12230.0,9.0
3908,100000.0,Mahindra Scorpio,120.0,5.0,9.0,Diesel,Manual,Delhi,12552.0,9.5
3909,30000.0,Mercedes-Benz GLS,258.0,9.0,7.0,Diesel,Automatic,Delhi,,55.0
3910,48000.0,Skoda Rapid,108.62,6.0,4.0,Petrol,Manual,Delhi,12224.0,7.65
3911,22424.0,Hyundai Xcent,81.86,5.0,7.0,Petrol,Manual,Delhi,11310.0,5.55
3912,58147.0,Hyundai Xcent,81.86,5.0,7.0,Petrol,Manual,Delhi,,4.77
3913,67000.0,Hyundai Grand i10,81.86,5.0,9.0,Petrol,Manual,Delhi,10850.0,3.41
3914,112479.0,Maruti Celerio,67.04,5.0,5.0,Petrol,Automatic,Delhi,,4.76
3915,25494.0,Maruti Swift Dzire,81.8,5.0,6.0,Petrol,Automatic,Delhi,11460.0,6.11
3916,78000.0,Hyundai Creta,126.2,6.0,8.0,Diesel,Automatic,Delhi,12100.0,7.9
3917,51276.0,Hyundai i20,81.83,5.0,8.0,Petrol,Manual,Delhi,11438.0,5.13
3918,85000.0,Hyundai Creta,126.2,6.0,7.0,Diesel,Manual,Delhi,12100.0,8.25
3919,75402.0,Honda Jazz,88.7,5.0,6.0,Petrol,Manual,Delhi,11298.0,5.84
3920,109000.0,Toyota Corolla Altis,138.03,6.0,10.0,Petrol,Manual,Delhi,12792.0,6.65
3921,14500.0,BMW 5 Series,248.08,8.0,3.0,Petrol,Automatic,Delhi,13781.0,63.5
3922,76000.0,Audi Q7,245.0,8.0,7.0,Diesel,Automatic,Delhi,14013.0,46.0
3923,34000.0,Honda Amaze,86.7,5.0,7.0,Petrol,Manual,Delhi,11340.0,4.75
3924,80000.0,Hyundai Xcent,82.0,5.0,9.0,Petrol,Manual,Delhi,11310.0,3.3
3925,60000.0,Honda Amaze,78.9,5.0,6.0,Diesel,Automatic,Delhi,11380.0,6.35
3926,60000.0,Nissan Terrano,108.5,6.0,10.0,Diesel,Manual,Delhi,12571.0,3.99
3927,59000.0,Maruti Swift Dzire,85.8,5.0,10.0,Petrol,Manual,Delhi,11380.0,4.2
3928,99000.0,Ford Ecosport,98.96,5.0,8.0,Diesel,Manual,Delhi,11526.0,4.6
3929,17000.0,Jeep Compass,160.77,7.0,3.0,Petrol,Automatic,Delhi,12446.0,23.75
3930,79982.0,Maruti Ciaz,103.25,5.0,6.0,Petrol,Manual,Delhi,12440.0,7.2
3931,67047.0,Honda City,117.3,5.0,7.0,Petrol,Automatic,Delhi,12270.0,8.46
3932,50000.0,Volkswagen Jetta,138.1,6.0,12.0,Diesel,Manual,Delhi,12844.0,5.0
3933,85782.0,Maruti Baleno,83.1,5.0,7.0,Petrol,Manual,Delhi,11480.0,4.71
3934,99547.0,Maruti Baleno,83.1,5.0,8.0,Petrol,Manual,Delhi,,4.46
3935,30000.0,Renault KWID,67.0,5.0,6.0,Petrol,Automatic,Delhi,10516.0,3.65
3936,69455.0,Maruti Celerio,65.71,5.0,7.0,Petrol,Manual,Delhi,10700.0,3.54
3937,14000.0,Volkswagen Taigun,147.51,7.0,2.0,Petrol,Automatic,Delhi,11962.0,16.5
3938,40738.0,Ford Ecosport,121.36,6.0,5.0,Petrol,Automatic,Delhi,11526.0,8.78
3939,76000.0,Mercedes-Benz C-Class,178.0,6.0,9.0,Petrol,Automatic,Delhi,12732.0,19.1
3940,30000.0,Maruti Swift,81.8,5.0,4.0,Petrol,Manual,Delhi,11150.0,5.25
3941,50000.0,Ford Ecosport,98.96,5.0,4.0,Diesel,Manual,Delhi,11526.0,8.3
3942,90000.0,Nissan Sunny,97.7,5.0,12.0,Petrol,Manual,Delhi,12240.0,2.0
3943,10700.0,Honda City,119.35,,2.0,Petrol,Automatic,Delhi,12594.0,13.45
3944,10000.0,Honda City,119.35,,2.0,Petrol,Automatic,Delhi,12594.0,13.45
3945,80000.0,Maruti Wagon R,67.04,5.0,7.0,Petrol,Manual,Delhi,10219.0,3.5
3946,36000.0,Audi Q7,245.0,8.0,6.0,Diesel,Automatic,Delhi,14013.0,54.95
3947,70000.0,Ford Endeavour,197.0,6.0,6.0,Diesel,Automatic,Delhi,13504.0,23.0
3948,60000.0,Toyota Fortuner,168.5,5.0,9.0,Diesel,Automatic,Delhi,,16.0
3949,34000.0,Mercedes-Benz CLA,183.0,7.0,6.0,Petrol,Automatic,Delhi,,28.9
3950,48430.0,Honda City,117.3,5.0,8.0,Petrol,Manual,Delhi,12270.0,7.46
3951,93671.0,Ford Ecosport,98.96,5.0,6.0,Diesel,Manual,Delhi,11526.0,6.39
3952,100000.0,Toyota Fortuner,168.7,5.0,9.0,Diesel,Automatic,Delhi,13090.0,14.49
3953,108665.0,Maruti Ciaz,103.25,4.0,6.0,Petrol,Automatic,Delhi,12440.0,7.36
3954,17447.0,Tata Tiago,72.0,5.0,2.0,CNG,Manual,Delhi,10884.0,7.49
3955,19000.0,Mahindra XUV700,182.38,6.0,2.0,Diesel,Manual,Delhi,,27.5
3956,100579.0,Renault Duster,108.5,6.0,5.0,Diesel,Manual,Delhi,,6.93
3957,80000.0,Nissan Micra,76.0,5.0,11.0,Petrol,Automatic,Delhi,10980.0,2.75
3958,65039.0,Hyundai Santro,68.0,5.0,5.0,Petrol,Manual,Delhi,10510.0,4.75
3959,60000.0,Ford Endeavour,197.0,6.0,7.0,Diesel,Automatic,Delhi,13504.0,23.0
3960,50000.0,Hyundai i10,68.05,5.0,14.0,Petrol,Manual,Delhi,10360.0,1.5
3961,65000.0,Honda City,117.3,5.0,9.0,Petrol,Automatic,Delhi,12270.0,6.65
3962,84000.0,Hyundai i20,80.0,5.0,13.0,Petrol,Manual,Delhi,11300.0,2.25
3963,35000.0,Toyota Fortuner,163.7,6.0,3.0,Petrol,Automatic,Delhi,13300.0,35.0
3964,80000.0,Maruti Vitara Brezza,88.5,5.0,6.0,Diesel,Manual,Delhi,,8.5
3965,16500.0,Toyota Hyryder,101.64,5.0,1.0,Petrol,Manual,Delhi,12320.0,19.85
3966,40000.0,Toyota Fortuner,174.5,6.0,5.0,Diesel,Manual,Delhi,,31.0
3967,50500.0,Honda City,117.3,5.0,8.0,Petrol,Manual,Delhi,12270.0,5.5
3968,90000.0,Tata Zest,88.7,5.0,8.0,Petrol,Manual,Delhi,,2.85
3969,80000.0,Honda City,118.0,5.0,14.0,Petrol,Automatic,Delhi,12230.0,3.0
3970,40462.0,Hyundai Santro Xing,62.0,5.0,13.0,Petrol,Manual,Delhi,10180.0,1.85
3971,40000.0,Maruti Swift,81.8,5.0,6.0,Petrol,Manual,Delhi,11150.0,5.25
3972,150000.0,Maruti Swift Dzire,74.0,5.0,11.0,Diesel,Manual,Delhi,11380.0,3.75
3973,47761.0,Hyundai Verna,113.18,6.0,4.0,Petrol,Manual,Delhi,12338.0,10.12
3974,80488.0,Hyundai Creta,113.45,6.0,4.0,Diesel,Manual,Delhi,12180.0,13.5
3975,70000.0,Maruti S-Presso,58.33,5.0,4.0,CNG,Manual,Delhi,10170.0,4.0
3976,17204.0,Tata New Safari,167.67,6.0,2.0,Diesel,Manual,Delhi,13110.0,19.3
3977,66000.0,Hyundai Grand i10,81.86,4.0,7.0,Petrol,Automatic,Delhi,,5.25
3978,41900.0,Renault KWID,53.3,5.0,5.0,Petrol,Manual,Delhi,10516.0,4.25
3979,45000.0,Hyundai Grand i10,81.86,5.0,5.0,Petrol,Manual,Delhi,,5.25
3980,52000.0,Volkswagen Polo,74.0,5.0,11.0,Petrol,Manual,Delhi,,3.75
3981,40000.0,Hyundai Alcazar,113.42,6.0,3.0,Diesel,Automatic,Delhi,12580.0,21.0
3982,64000.0,Honda Amaze,86.7,5.0,9.0,Petrol,Manual,Delhi,,4.1
3983,76500.0,Mahindra KUV 100 NXT,82.0,5.0,6.0,CNG,Manual,Delhi,10870.0,4.35
3984,48000.0,Honda City,117.3,5.0,8.0,Petrol,Manual,Delhi,12270.0,6.45
3985,42000.0,Tata Nexon,108.5,6.0,5.0,Petrol,Automatic,Delhi,,7.75
3986,50000.0,Renault Duster,102.57,5.0,10.0,Petrol,Manual,Delhi,12274.0,3.75
3987,55000.0,Ford Ecosport,120.69,5.0,7.0,Petrol,Manual,Delhi,11526.0,6.5
3988,90000.0,Volkswagen Vento,103.6,5.0,14.0,Petrol,Manual,Delhi,12166.0,2.05
3989,72000.0,Mercedes-Benz E-Class,181.03,7.0,9.0,Petrol,Automatic,Delhi,13667.0,23.9
3990,33091.0,Mahindra KUV 100,82.0,5.0,6.0,Petrol,Manual,Delhi,10780.0,5.29
3991,40838.0,Renault KWID,53.26,5.0,6.0,Petrol,Manual,Delhi,10620.0,3.0
3992,56000.0,Mercedes-Benz C-Class,186.0,7.0,9.0,Petrol,Automatic,Delhi,,24.0
3993,71914.0,Toyota Innova Crysta,147.51,5.0,6.0,Diesel,Manual,Delhi,13130.0,16.78
3994,67043.0,Maruti Swift,88.5,5.0,7.0,Petrol,Manual,Delhi,11160.0,4.99
3995,18000.0,Mini Cooper Countryman,189.08,7.0,3.0,Petrol,Automatic,Delhi,,32.75
3996,100010.0,Toyota Etios,88.7,5.0,13.0,Petrol,Manual,Delhi,11920.0,2.07
3997,70000.0,Maruti Celerio,67.04,5.0,8.0,Petrol,Automatic,Delhi,,3.9
3998,56857.0,Honda City,117.3,5.0,9.0,Petrol,Manual,Delhi,12270.0,6.03
3999,120000.0,Toyota Camry,158.2,6.0,10.0,Petrol,Automatic,Delhi,13300.0,14.0
4000,92000.0,Mercedes-Benz GL-Class,254.8,7.0,9.0,Diesel,Automatic,Delhi,14149.0,31.5
4001,45000.0,Mercedes-Benz E-Class,191.7,9.0,5.0,Diesel,Automatic,Delhi,,50.0
4002,68000.0,Toyota Innova Crysta,171.5,6.0,5.0,Diesel,Automatic,Delhi,13130.0,17.25
4003,36000.0,Mercedes-Benz GLC,197.0,9.0,4.0,Petrol,Automatic,Delhi,13096.0,52.4
4004,67000.0,BMW 7 Series,321.0,6.0,12.0,Petrol,Automatic,Delhi,,16.0
4005,37000.0,Toyota Corolla Altis,138.03,6.0,7.0,Petrol,Manual,Delhi,12792.0,12.5
4006,9150.0,MG Hector Plus,141.0,6.0,3.0,Petrol,Automatic,Delhi,13110.0,19.25
4007,100000.0,Hyundai i20,90.0,6.0,12.0,Diesel,Manual,Delhi,11300.0,2.5
4008,10000.0,Honda Amaze,88.5,,2.0,Petrol,Automatic,Delhi,11380.0,9.35
4009,116059.0,Maruti Ertiga,86.63,5.0,11.0,CNG,Manual,Delhi,12260.0,5.51
4010,18254.0,Maruti Ignis,81.8,5.0,2.0,Petrol,Manual,Delhi,,5.06
4011,61200.0,Land Rover Range Rover Sport,255.0,8.0,8.0,Diesel,Automatic,Delhi,13667.0,63.0
4012,108133.0,Honda Amaze,86.7,5.0,8.0,Petrol,Manual,Delhi,11340.0,4.22
4013,66198.0,Maruti Ertiga,101.65,5.0,10.0,Petrol,Manual,Delhi,,6.31
4014,49000.0,Maruti Baleno,81.8,5.0,7.0,Petrol,Manual,Delhi,11480.0,5.9
4015,89733.0,Hyundai Grand i10,81.86,4.0,7.0,Petrol,Automatic,Delhi,10850.0,4.99
4016,20000.0,Maruti Swift,88.5,5.0,2.0,Petrol,Automatic,Delhi,11160.0,7.85
4017,90360.0,Hyundai i20,88.76,6.0,10.0,Diesel,Manual,Delhi,,3.25
4018,44000.0,Land Rover Discovery Sport,177.0,9.0,7.0,Petrol,Automatic,Delhi,13109.0,36.0
4019,26000.0,Toyota Yaris,105.94,7.0,4.0,Petrol,Automatic,Delhi,,9.25
4020,68000.0,Maruti Ciaz,91.1,5.0,8.0,Petrol,Manual,Delhi,12440.0,6.45
4021,60000.0,Maruti Ciaz,103.25,5.0,6.0,Petrol,Manual,Delhi,12440.0,7.6
4022,20000.0,BMW 3 Series,254.79,8.0,4.0,Petrol,Automatic,Delhi,13270.0,42.0
4023,8000.0,Honda City,117.6,5.0,3.0,Petrol,Manual,Delhi,12270.0,12.45
4024,120000.0,Renault Duster,108.45,6.0,10.0,Diesel,Manual,Delhi,,5.0
4025,70000.0,Maruti Wagon R,58.16,5.0,9.0,CNG,Manual,Delhi,10219.0,2.8
4026,90000.0,Honda City,118.0,5.0,15.0,Petrol,Manual,Delhi,12230.0,1.15
4027,70000.0,Ford Ecosport,98.96,5.0,6.0,Diesel,Manual,Delhi,11526.0,6.0
4028,70000.0,Tata Harrier,167.67,6.0,3.0,Diesel,Manual,Delhi,,16.5
4029,14445.0,Hyundai Venue,118.35,6.0,3.0,Petrol,Manual,Delhi,11530.0,8.53
4030,29847.0,Tata Nexon,108.5,6.0,5.0,Petrol,Automatic,Delhi,,8.61
4031,80000.0,Volkswagen Vento,103.6,5.0,13.0,Petrol,Manual,Delhi,,2.75
4032,88443.0,Hyundai Grand i10,82.0,4.0,10.0,Petrol,Automatic,Delhi,,4.18
4033,82892.0,Hyundai i10,78.9,5.0,13.0,Petrol,Manual,Delhi,10360.0,1.9
4034,14500.0,Mahindra Thar,130.0,6.0,1.0,Diesel,Automatic,Delhi,11680.0,18.5
4035,59549.0,Hyundai i20 Active,81.86,5.0,9.0,Petrol,Manual,Delhi,11510.0,5.19
4036,70000.0,Maruti Wagon R,58.16,5.0,9.0,CNG,Manual,Delhi,10219.0,3.2
4037,64228.0,Maruti Wagon R,67.04,5.0,5.0,CNG,Manual,Delhi,10550.0,5.01
4038,10000.0,Maruti Swift,88.5,5.0,2.0,Petrol,Manual,Delhi,11160.0,7.0
4039,60000.0,Ford Ecosport,98.96,5.0,6.0,Diesel,Manual,Delhi,11526.0,6.0
4040,32000.0,Tata Nexon,108.5,6.0,6.0,Petrol,Automatic,Delhi,11610.0,6.75
4041,20000.0,Maruti Swift,81.8,5.0,5.0,Petrol,Manual,Delhi,11150.0,5.5
4042,65000.0,Maruti Wagon R,67.04,5.0,8.0,CNG,Manual,Delhi,10550.0,3.45
4043,23900.0,Maruti Wagon R,67.04,5.0,3.0,CNG,Manual,Delhi,10550.0,5.41
4044,2900.0,Maruti Alto K10,65.71,5.0,1.0,Petrol,Manual,Delhi,10081.0,4.3
4045,15000.0,Hyundai Venue,81.8,5.0,2.0,Petrol,Manual,Delhi,11530.0,8.6
4046,11200.0,Hyundai Santro,68.05,5.0,2.0,Petrol,Manual,Delhi,10510.0,5.3
4047,17000.0,Tata Nexon EV Prime,127.0,,1.0,Electric,Automatic,Delhi,11608.0,14.23
4048,1900.0,Kia Sonet,118.36,6.0,1.0,Petrol,Manual,Delhi,11570.0,10.7
4049,70098.0,Hyundai i10,78.9,5.0,14.0,Petrol,Manual,Delhi,10360.0,1.73
4050,30498.0,Nissan Magnite,71.02,5.0,3.0,Petrol,Manual,Delhi,11504.0,7.07
4051,33000.0,Honda Amaze,88.5,,3.0,Petrol,Automatic,Delhi,,8.2
4052,7243.0,Renault Kiger,98.63,5.0,3.0,Petrol,Manual,Delhi,11482.0,8.28
4053,7867.0,Maruti Brezza,101.65,5.0,1.0,Petrol,Manual,Delhi,11570.0,12.55
4054,110000.0,Maruti Vitara Brezza,88.5,5.0,6.0,Diesel,Manual,Delhi,11570.0,6.9
4055,49650.0,Renault Triber,71.01,5.0,2.0,Petrol,Manual,Delhi,11460.0,6.16
4056,5301.0,Tata New Safari,167.67,6.0,2.0,Diesel,Manual,Delhi,,20.99
4057,21366.0,Hyundai Venue,118.35,6.0,5.0,Petrol,Manual,Delhi,11530.0,8.0
4058,40099.0,Jeep Compass,167.67,9.0,3.0,Diesel,Automatic,Delhi,12446.0,24.5
4059,100000.0,Ford Aspire,99.0,5.0,9.0,Diesel,Manual,Delhi,11380.0,3.15
4060,100000.0,Ford Aspire,99.0,5.0,9.0,Diesel,Manual,Delhi,,3.15
4061,48000.0,Honda City,117.3,5.0,9.0,Petrol,Manual,Delhi,12270.0,6.5
4062,29000.0,Mercedes-Benz GLE,241.38,9.0,4.0,Diesel,Automatic,Delhi,13757.0,78.0
4063,120000.0,Maruti Wagon R,58.16,5.0,7.0,CNG,Manual,Delhi,10219.0,3.1
4064,58000.0,Tata Nexon,108.5,6.0,5.0,Petrol,Automatic,Delhi,11610.0,8.25
4065,58000.0,Honda Amaze,86.7,5.0,8.0,Petrol,Manual,Delhi,11340.0,4.85
4066,50000.0,Honda Amaze,86.7,5.0,9.0,Petrol,Manual,Delhi,11340.0,3.5
4067,32000.0,Honda Amaze,88.7,,5.0,Petrol,Automatic,Delhi,11340.0,7.95
4068,9900.0,BMW 3 Series,187.74,8.0,4.0,Diesel,Automatic,Delhi,13072.0,40.9
4069,3721.0,Maruti Swift,83.11,5.0,7.0,Petrol,Manual,Delhi,11150.0,4.7
4070,16564.0,Hyundai Grand i10 Nios,81.86,5.0,4.0,Petrol,Manual,Delhi,10970.0,6.25
4071,34000.0,BMW X5,261.5,8.0,5.0,Diesel,Automatic,Delhi,13753.0,72.9
4072,15992.0,Tata Punch,86.63,5.0,2.0,Petrol,Manual,Delhi,11138.0,7.94
4073,91380.0,Maruti Alto K10,67.05,5.0,9.0,Petrol,Manual,Delhi,10120.0,2.66
